Batch,Problem,FilePath,SolutionFound,SolutionCount,ComputationTime_ms,Restarts,TotalSteps,AvgStepsToSolution,EstimatedEnergy_microjoules,EstimatedPower_mW,EnergyPerSolution_microjoules,RunTimestamp
t_batch_2,088.cnf,./problems/t_batch_2/088.cnf,True,1,0.098,1,831,831.0,1474.0719,15041.55,1474.0719,2025-03-09T13:24:58.597439
t_batch_2,089.cnf,./problems/t_batch_2/089.cnf,True,1,0.134,1,1222,1222.0,2018.1874,15061.1,2018.1874,2025-03-09T13:24:58.602024
t_batch_2,090.cnf,./problems/t_batch_2/090.cnf,True,1,0.174,1,1571,1571.0,2623.6677,15078.55,2623.6677,2025-03-09T13:24:58.606402
t_batch_2,091.cnf,./problems/t_batch_2/091.cnf,True,1,0.075,1,541,541.0,1127.0287499999997,15027.05,1127.0287499999997,2025-03-09T13:24:58.610472
t_batch_2,092.cnf,./problems/t_batch_2/092.cnf,True,1,0.215,1,1761,1761.0,3243.9307499999995,15088.05,3243.9307499999995,2025-03-09T13:24:58.614954
t_batch_2,093.cnf,./problems/t_batch_2/093.cnf,True,1,0.056,1,426,426.0,841.1927999999999,15021.3,841.1927999999999,2025-03-09T13:24:58.619940
t_batch_2,094.cnf,./problems/t_batch_2/094.cnf,True,1,0.078,1,707,707.0,1172.7573,15035.35,1172.7573,2025-03-09T13:24:58.624262
t_batch_2,095.cnf,./problems/t_batch_2/095.cnf,True,1,0.053,1,371,371.0,795.98315,15018.55,795.98315,2025-03-09T13:24:58.628352
t_batch_2,096.cnf,./problems/t_batch_2/096.cnf,True,1,0.042,1,279,279.0,630.5859000000002,15013.95,630.5859000000002,2025-03-09T13:24:58.632683
t_batch_2,097.cnf,./problems/t_batch_2/097.cnf,True,1,0.198,1,1944,1944.0,2989.2456,15097.2,2989.2456,2025-03-09T13:24:58.637824
t_batch_2,098.cnf,./problems/t_batch_2/098.cnf,True,1,0.356,1,3633,3633.0,5404.667399999999,15181.65,5404.667399999999,2025-03-09T13:24:58.642067
t_batch_2,099.cnf,./problems/t_batch_2/099.cnf,True,1,0.054,1,396,396.0,811.0691999999999,15019.8,811.0691999999999,2025-03-09T13:24:58.646115
t_batch_3,000.cnf,./problems/t_batch_3/000.cnf,True,1,0.032,1,116,116.0,480.1855999999999,15005.8,480.1855999999999,2025-03-09T13:24:58.652037
t_batch_3,001.cnf,./problems/t_batch_3/001.cnf,True,1,0.163,1,776,776.0,2451.3244,15038.8,2451.3244,2025-03-09T13:24:58.658067
t_batch_3,002.cnf,./problems/t_batch_3/002.cnf,True,1,0.033,1,121,121.0,495.19965,15006.05,495.19965,2025-03-09T13:24:58.663388
t_batch_3,003.cnf,./problems/t_batch_3/003.cnf,True,1,0.052,1,227,227.0,780.5902,15011.35,780.5902,2025-03-09T13:24:58.670454
t_batch_3,004.cnf,./problems/t_batch_3/004.cnf,True,1,0.079,1,404,404.0,1186.5958,15020.2,1186.5958,2025-03-09T13:24:58.675669
t_batch_3,005.cnf,./problems/t_batch_3/005.cnf,True,1,0.035,1,140,140.0,525.2450000000001,15007.0,525.2450000000001,2025-03-09T13:24:58.680591
t_batch_3,006.cnf,./problems/t_batch_3/006.cnf,True,1,0.306,1,1737,1737.0,4616.5761,15086.85,4616.5761,2025-03-09T13:24:58.686667
t_batch_3,007.cnf,./problems/t_batch_3/007.cnf,True,1,0.229,1,1211,1211.0,3448.86595,15060.55,3448.86595,2025-03-09T13:24:58.691933
t_batch_3,008.cnf,./problems/t_batch_3/008.cnf,True,1,0.013,1,18,18.0,195.0117,15000.9,195.0117,2025-03-09T13:24:58.696747
t_batch_3,009.cnf,./problems/t_batch_3/009.cnf,True,1,0.031,1,110,110.0,465.17050000000006,15005.5,465.17050000000006,2025-03-09T13:24:58.702856
t_batch_3,010.cnf,./problems/t_batch_3/010.cnf,True,1,0.087,1,420,420.0,1306.827,15021.0,1306.827,2025-03-09T13:24:58.707952
t_batch_3,011.cnf,./problems/t_batch_3/011.cnf,True,1,0.164,1,860,860.0,2467.052,15043.0,2467.052,2025-03-09T13:24:58.713047
t_batch_3,012.cnf,./problems/t_batch_3/012.cnf,True,1,0.239,1,1297,1297.0,3600.4991499999996,15064.85,3600.4991499999996,2025-03-09T13:24:58.718478
t_batch_3,013.cnf,./problems/t_batch_3/013.cnf,True,1,0.081,1,404,404.0,1216.6362000000001,15020.2,1216.6362000000001,2025-03-09T13:24:58.723499
t_batch_3,014.cnf,./problems/t_batch_3/014.cnf,True,1,0.046,1,202,202.0,690.4646,15010.1,690.4646,2025-03-09T13:24:58.728303
t_batch_3,015.cnf,./problems/t_batch_3/015.cnf,True,1,0.033,1,130,130.0,495.21450000000004,15006.5,495.21450000000004,2025-03-09T13:24:58.733416
t_batch_3,016.cnf,./problems/t_batch_3/016.cnf,True,1,0.117,1,551,551.0,1758.2233500000002,15027.55,1758.2233500000002,2025-03-09T13:24:58.738940
t_batch_3,017.cnf,./problems/t_batch_3/017.cnf,True,1,0.038,1,150,150.0,570.2850000000001,15007.5,570.2850000000001,2025-03-09T13:24:58.743817
t_batch_3,018.cnf,./problems/t_batch_3/018.cnf,True,1,0.123,1,547,547.0,1848.3640500000004,15027.35,1848.3640500000004,2025-03-09T13:24:58.749037
t_batch_3,019.cnf,./problems/t_batch_3/019.cnf,True,1,0.021,1,59,59.0,315.06195,15002.95,315.06195,2025-03-09T13:24:58.754204
t_batch_3,020.cnf,./problems/t_batch_3/020.cnf,True,1,0.021,1,57,57.0,315.05985000000004,15002.85,315.05985000000004,2025-03-09T13:24:58.758966
t_batch_3,021.cnf,./problems/t_batch_3/021.cnf,True,1,0.138,1,698,698.0,2074.8162,15034.9,2074.8162,2025-03-09T13:24:58.763738
t_batch_3,022.cnf,./problems/t_batch_3/022.cnf,True,1,0.015,1,29,29.0,225.02175,15001.45,225.02175,2025-03-09T13:24:58.768817
t_batch_3,023.cnf,./problems/t_batch_3/023.cnf,True,1,0.051,1,216,216.0,765.5508,15010.8,765.5508,2025-03-09T13:24:58.774101
t_batch_3,024.cnf,./problems/t_batch_3/024.cnf,True,1,0.013,1,17,17.0,195.01104999999998,15000.85,195.01104999999998,2025-03-09T13:24:58.779086
t_batch_3,025.cnf,./problems/t_batch_3/025.cnf,True,1,0.108,1,579,579.0,1623.1266,15028.95,1623.1266,2025-03-09T13:24:58.784390
t_batch_3,026.cnf,./problems/t_batch_3/026.cnf,True,1,0.085,1,395,395.0,1276.67875,15019.75,1276.67875,2025-03-09T13:24:58.789819
t_batch_3,027.cnf,./problems/t_batch_3/027.cnf,True,1,0.028,1,95,95.0,420.133,15004.75,420.133,2025-03-09T13:24:58.794698
t_batch_3,028.cnf,./problems/t_batch_3/028.cnf,True,1,0.045,1,187,187.0,675.4207499999999,15009.35,675.4207499999999,2025-03-09T13:24:58.800020
t_batch_3,029.cnf,./problems/t_batch_3/029.cnf,True,1,0.04,1,154,154.0,600.3080000000001,15007.7,600.3080000000001,2025-03-09T13:24:58.805343
t_batch_3,030.cnf,./problems/t_batch_3/030.cnf,True,1,0.207,1,1082,1082.0,3116.1987,15054.1,3116.1987,2025-03-09T13:24:58.810464
t_batch_3,031.cnf,./problems/t_batch_3/031.cnf,True,1,0.289,1,1274,1274.0,4353.4093,15063.7,4353.4093,2025-03-09T13:24:58.815957
t_batch_3,032.cnf,./problems/t_batch_3/032.cnf,True,1,0.015,1,32,32.0,225.02399999999997,15001.6,225.02399999999997,2025-03-09T13:24:58.821322
t_batch_3,033.cnf,./problems/t_batch_3/033.cnf,True,1,0.499,1,2817,2817.0,7555.28415,15140.85,7555.28415,2025-03-09T13:24:58.826915
t_batch_3,034.cnf,./problems/t_batch_3/034.cnf,True,1,0.086,1,369,369.0,1291.5866999999998,15018.45,1291.5866999999998,2025-03-09T13:24:58.832125
t_batch_3,035.cnf,./problems/t_batch_3/035.cnf,True,1,0.151,1,783,783.0,2270.9116499999996,15039.15,2270.9116499999996,2025-03-09T13:24:58.837500
t_batch_3,036.cnf,./problems/t_batch_3/036.cnf,True,1,0.228,1,1230,1230.0,3434.022,15061.5,3434.022,2025-03-09T13:24:58.842710
t_batch_3,037.cnf,./problems/t_batch_3/037.cnf,True,1,0.179,1,921,921.0,2693.24295,15046.05,2693.24295,2025-03-09T13:24:58.847590
t_batch_3,038.cnf,./problems/t_batch_3/038.cnf,True,1,0.04,1,167,167.0,600.3340000000001,15008.35,600.3340000000001,2025-03-09T13:24:58.852791
t_batch_3,039.cnf,./problems/t_batch_3/039.cnf,True,1,0.115,1,579,579.0,1728.32925,15028.95,1728.32925,2025-03-09T13:24:58.857616
t_batch_3,040.cnf,./problems/t_batch_3/040.cnf,True,1,0.161,1,833,833.0,2421.7056500000003,15041.65,2421.7056500000003,2025-03-09T13:24:58.862921
t_batch_3,041.cnf,./problems/t_batch_3/041.cnf,True,1,0.024,1,64,64.0,360.07680000000005,15003.2,360.07680000000005,2025-03-09T13:24:58.869433
t_batch_3,042.cnf,./problems/t_batch_3/042.cnf,True,1,0.298,1,1559,1559.0,4493.2291,15077.95,4493.2291,2025-03-09T13:24:58.875137
t_batch_3,043.cnf,./problems/t_batch_3/043.cnf,True,1,0.035,1,131,131.0,525.22925,15006.55,525.22925,2025-03-09T13:24:58.880924
t_batch_3,044.cnf,./problems/t_batch_3/044.cnf,True,1,0.15,1,710,710.0,2255.325,15035.5,2255.325,2025-03-09T13:24:58.887718
t_batch_3,045.cnf,./problems/t_batch_3/045.cnf,True,1,0.03,1,94,94.0,450.14099999999996,15004.7,450.14099999999996,2025-03-09T13:24:58.893045
t_batch_3,046.cnf,./problems/t_batch_3/046.cnf,True,1,0.665,1,1081,1081.0,10010.94325,15054.05,10010.94325,2025-03-09T13:24:58.900247
t_batch_3,047.cnf,./problems/t_batch_3/047.cnf,True,1,2.064,1,3772,3772.0,31349.270399999998,15188.6,31349.270399999998,2025-03-09T13:24:58.940398
t_batch_3,048.cnf,./problems/t_batch_3/048.cnf,True,1,0.162,1,664,664.0,2435.3784,15033.2,2435.3784,2025-03-09T13:24:58.947217
t_batch_3,049.cnf,./problems/t_batch_3/049.cnf,True,1,0.383,1,2005,2005.0,5783.39575,15100.25,5783.39575,2025-03-09T13:24:58.953027
t_batch_4,01.cnf,./problems/t_batch_4/01.cnf,True,1,0.073,1,510,510.0,1096.8615,15025.5,1096.8615,2025-03-09T13:24:58.957249
t_batch_4,02.cnf,./problems/t_batch_4/02.cnf,True,1,0.135,1,1021,1021.0,2031.8917499999998,15051.05,2031.8917499999998,2025-03-09T13:24:58.961924
t_batch_4,03.cnf,./problems/t_batch_4/03.cnf,True,1,0.045,1,278,278.0,675.6254999999999,15013.9,675.6254999999999,2025-03-09T13:24:58.966417
t_batch_4,04.cnf,./problems/t_batch_4/04.cnf,True,1,0.01,1,36,36.0,150.018,15001.8,150.018,2025-03-09T13:24:58.971117
t_batch_4,05.cnf,./problems/t_batch_4/05.cnf,True,1,0.012,1,48,48.0,180.0288,15002.4,180.0288,2025-03-09T13:24:58.975105
t_batch_4,06.cnf,./problems/t_batch_4/06.cnf,True,1,0.097,1,696,696.0,1458.3755999999998,15034.8,1458.3755999999998,2025-03-09T13:24:58.979092
t_batch_4,07.cnf,./problems/t_batch_4/07.cnf,True,1,0.016,1,78,78.0,240.06239999999997,15003.9,240.06239999999997,2025-03-09T13:24:58.983522
t_batch_4,08.cnf,./problems/t_batch_4/08.cnf,True,1,0.022,1,119,119.0,330.1309,15005.95,330.1309,2025-03-09T13:24:58.987889
t_batch_4,09.cnf,./problems/t_batch_4/09.cnf,True,1,0.082,1,618,618.0,1232.5338,15030.9,1232.5338,2025-03-09T13:24:58.991876
t_batch_4,10.cnf,./problems/t_batch_4/10.cnf,True,1,0.041,1,245,245.0,615.50225,15012.25,615.50225,2025-03-09T13:24:58.995658
t_batch_4,11.cnf,./problems/t_batch_4/11.cnf,True,1,0.028,1,167,167.0,420.2338,15008.35,420.2338,2025-03-09T13:24:59.000175
t_batch_4,12.cnf,./problems/t_batch_4/12.cnf,True,1,0.063,1,443,443.0,946.39545,15022.15,946.39545,2025-03-09T13:24:59.004370
t_batch_4,13.cnf,./problems/t_batch_4/13.cnf,True,1,0.036,1,226,226.0,540.4067999999999,15011.3,540.4067999999999,2025-03-09T13:24:59.008428
t_batch_4,14.cnf,./problems/t_batch_4/14.cnf,True,1,0.046,1,297,297.0,690.6831,15014.85,690.6831,2025-03-09T13:24:59.012382
t_batch_4,15.cnf,./problems/t_batch_4/15.cnf,True,1,0.053,1,319,319.0,795.84535,15015.95,795.84535,2025-03-09T13:24:59.016449
t_batch_4,16.cnf,./problems/t_batch_4/16.cnf,True,1,0.025,1,143,143.0,375.17875,15007.15,375.17875,2025-03-09T13:24:59.020928
t_batch_4,17.cnf,./problems/t_batch_4/17.cnf,True,1,0.047,1,302,302.0,705.7097,15015.1,705.7097,2025-03-09T13:24:59.024797
t_batch_4,18.cnf,./problems/t_batch_4/18.cnf,True,1,0.109,1,895,895.0,1639.8777499999999,15044.75,1639.8777499999999,2025-03-09T13:24:59.028907
t_batch_4,19.cnf,./problems/t_batch_4/19.cnf,True,1,0.017,1,64,64.0,255.05440000000002,15003.2,255.05440000000002,2025-03-09T13:24:59.033390
t_batch_4,20.cnf,./problems/t_batch_4/20.cnf,True,1,0.064,1,427,427.0,961.3664,15021.35,961.3664,2025-03-09T13:24:59.037875
t_batch_4,21.cnf,./problems/t_batch_4/21.cnf,True,1,0.013,1,42,42.0,195.0273,15002.1,195.0273,2025-03-09T13:24:59.041814
t_batch_4,22.cnf,./problems/t_batch_4/22.cnf,True,1,0.023,1,105,105.0,345.12075,15005.25,345.12075,2025-03-09T13:24:59.045802
t_batch_4,23.cnf,./problems/t_batch_4/23.cnf,True,1,0.011,1,27,27.0,165.01485,15001.35,165.01485,2025-03-09T13:24:59.050162
t_batch_4,24.cnf,./problems/t_batch_4/24.cnf,True,1,0.018,1,77,77.0,270.06929999999994,15003.85,270.06929999999994,2025-03-09T13:24:59.054338
t_batch_4,25.cnf,./problems/t_batch_4/25.cnf,True,1,0.02,1,92,92.0,300.09200000000004,15004.6,300.09200000000004,2025-03-09T13:24:59.058664
t_batch_4,26.cnf,./problems/t_batch_4/26.cnf,True,1,0.018,1,84,84.0,270.07559999999995,15004.2,270.07559999999995,2025-03-09T13:24:59.062758
t_batch_4,27.cnf,./problems/t_batch_4/27.cnf,True,1,0.015,1,54,54.0,225.0405,15002.7,225.0405,2025-03-09T13:24:59.067196
t_batch_4,28.cnf,./problems/t_batch_4/28.cnf,True,1,0.088,1,608,608.0,1322.6752,15030.4,1322.6752,2025-03-09T13:24:59.072240
t_batch_4,29.cnf,./problems/t_batch_4/29.cnf,True,1,0.023,1,134,134.0,345.1541,15006.7,345.1541,2025-03-09T13:24:59.076167
t_batch_4,30.cnf,./problems/t_batch_4/30.cnf,True,1,0.02,1,107,107.0,300.107,15005.35,300.107,2025-03-09T13:24:59.080802
t_batch_4,31.cnf,./problems/t_batch_4/31.cnf,True,1,0.047,1,356,356.0,705.8366,15017.8,705.8366,2025-03-09T13:24:59.085440
t_batch_4,32.cnf,./problems/t_batch_4/32.cnf,True,1,0.07,1,472,472.0,1051.652,15023.6,1051.652,2025-03-09T13:24:59.089780
t_batch_4,33.cnf,./problems/t_batch_4/33.cnf,True,1,0.044,1,270,270.0,660.594,15013.5,660.594,2025-03-09T13:24:59.093864
t_batch_4,34.cnf,./problems/t_batch_4/34.cnf,True,1,0.023,1,113,113.0,345.12995,15005.65,345.12995,2025-03-09T13:24:59.097917
t_batch_4,35.cnf,./problems/t_batch_4/35.cnf,True,1,0.039,1,245,245.0,585.47775,15012.25,585.47775,2025-03-09T13:24:59.102450
t_batch_4,36.cnf,./problems/t_batch_4/36.cnf,True,1,0.015,1,54,54.0,225.0405,15002.7,225.0405,2025-03-09T13:24:59.106599
t_batch_4,37.cnf,./problems/t_batch_4/37.cnf,True,1,1.091,1,6077,6077.0,16696.500350000002,15303.85,16696.500350000002,2025-03-09T13:24:59.112875
t_batch_4,38.cnf,./problems/t_batch_4/38.cnf,True,1,0.108,1,526,526.0,1622.8403999999998,15026.3,1622.8403999999998,2025-03-09T13:24:59.118637
t_batch_4,39.cnf,./problems/t_batch_4/39.cnf,True,1,0.067,1,299,299.0,1006.0016500000002,15014.95,1006.0016500000002,2025-03-09T13:24:59.124120
t_batch_4,40.cnf,./problems/t_batch_4/40.cnf,True,1,1.495,1,7607,7607.0,22993.623250000004,15380.35,22993.623250000004,2025-03-09T13:24:59.131134
t_batch_4,41.cnf,./problems/t_batch_4/41.cnf,True,1,39.159,1,218823,218823.0,1015829.49285,25941.15,1015829.49285,2025-03-09T13:24:59.176534
t_batch_4,42.cnf,./problems/t_batch_4/42.cnf,False,0,654.746,1,1000000,,42558490.0,65000.0,,2025-03-09T13:24:59.850597
t_batch_4,43.cnf,./problems/t_batch_4/43.cnf,False,0,651.507,1,1000000,,42347954.99999999,65000.0,,2025-03-09T13:25:00.521839
t_batch_4,44.cnf,./problems/t_batch_4/44.cnf,False,0,653.925,1,1000000,,42505125.0,65000.0,,2025-03-09T13:25:01.195503
t_batch_4,45.cnf,./problems/t_batch_4/45.cnf,False,0,655.124,1,1000000,,42583060.00000001,65000.0,,2025-03-09T13:25:01.870671
t_batch_4,46.cnf,./problems/t_batch_4/46.cnf,True,1,338.589,1,513937,513937.0,13779505.74465,40696.850000000006,13779505.74465,2025-03-09T13:25:02.228732
t_batch_4,47.cnf,./problems/t_batch_4/47.cnf,False,0,654.149,1,1000000,,42519685.0,65000.0,,2025-03-09T13:25:02.902440
t_batch_4,48.cnf,./problems/t_batch_4/48.cnf,False,0,653.759,1,1000000,,42494335.0,65000.0,,2025-03-09T13:25:03.576052
t_batch_4,49.cnf,./problems/t_batch_4/49.cnf,False,0,1241.69,1,1000000,,80709849.99999999,65000.0,,2025-03-09T13:25:04.850773
t_batch_4,50.cnf,./problems/t_batch_4/50.cnf,False,0,1239.84,1,1000000,,80589599.99999999,65000.0,,2025-03-09T13:25:06.125521
t_batch_4,51.cnf,./problems/t_batch_4/51.cnf,True,1,1025.91,1,826891,826891.0,57804437.29050001,56344.55,57804437.29050001,2025-03-09T13:25:07.183530
t_batch_4,52.cnf,./problems/t_batch_4/52.cnf,False,0,1238.86,1,1000000,,80525900.0,65000.0,,2025-03-09T13:25:08.454105
t_batch_4,53.cnf,./problems/t_batch_4/53.cnf,False,0,1251.97,1,1000000,,81378050.0,65000.0,,2025-03-09T13:25:09.743044
t_batch_4,70.cnf,./problems/t_batch_4/70.cnf,True,1,0.009,1,31,31.0,135.01394999999997,15001.55,135.01394999999997,2025-03-09T13:25:09.783727
t_batch_4,71.cnf,./problems/t_batch_4/71.cnf,True,1,0.004,1,6,6.0,60.0012,15000.3,60.0012,2025-03-09T13:25:09.817356
t_batch_4,72.cnf,./problems/t_batch_4/72.cnf,True,1,0.005,1,10,10.0,75.0025,15000.5,75.0025,2025-03-09T13:25:09.828135
t_batch_4,73.cnf,./problems/t_batch_4/73.cnf,True,1,0.037,1,21,21.0,555.03885,15001.05,555.03885,2025-03-09T13:25:09.833962
t_batch_4,74.cnf,./problems/t_batch_4/74.cnf,True,1,0.003,1,3,3.0,45.00045,15000.15,45.00045,2025-03-09T13:25:09.837759
t_batch_4,75.cnf,./problems/t_batch_4/75.cnf,True,1,0.005,1,13,13.0,75.00325000000001,15000.65,75.00325000000001,2025-03-09T13:25:09.841510
t_batch_4,76.cnf,./problems/t_batch_4/76.cnf,True,1,0.004,1,5,5.0,60.001,15000.25,60.001,2025-03-09T13:25:09.845314
t_batch_4,77.cnf,./problems/t_batch_4/77.cnf,True,1,0.009,1,36,36.0,135.01619999999997,15001.8,135.01619999999997,2025-03-09T13:25:09.849681
t_batch_4,78.cnf,./problems/t_batch_4/78.cnf,True,1,0.004,1,5,5.0,60.001,15000.25,60.001,2025-03-09T13:25:09.853320
t_batch_4,79.cnf,./problems/t_batch_4/79.cnf,True,1,0.004,1,2,2.0,60.00039999999999,15000.1,60.00039999999999,2025-03-09T13:25:09.856603
t_batch_4,80.cnf,./problems/t_batch_4/80.cnf,True,1,0.006,1,12,12.0,90.0036,15000.6,90.0036,2025-03-09T13:25:09.859945
t_batch_4,81.cnf,./problems/t_batch_4/81.cnf,True,1,0.004,1,3,3.0,60.00059999999999,15000.15,60.00059999999999,2025-03-09T13:25:09.863287
t_batch_4,82.cnf,./problems/t_batch_4/82.cnf,True,1,0.007,1,17,17.0,105.00595,15000.85,105.00595,2025-03-09T13:25:09.866740
t_batch_4,83.cnf,./problems/t_batch_4/83.cnf,True,1,0.006,1,10,10.0,90.003,15000.5,90.003,2025-03-09T13:25:09.870677
t_batch_4,84.cnf,./problems/t_batch_4/84.cnf,True,1,0.012,1,46,46.0,180.02759999999998,15002.3,180.02759999999998,2025-03-09T13:25:09.874059
t_batch_4,85.cnf,./problems/t_batch_4/85.cnf,True,1,0.006,1,10,10.0,90.003,15000.5,90.003,2025-03-09T13:25:09.877923
t_batch_4,86.cnf,./problems/t_batch_4/86.cnf,True,1,0.006,1,6,6.0,90.00179999999999,15000.3,90.00179999999999,2025-03-09T13:25:09.881767
t_batch_4,87.cnf,./problems/t_batch_4/87.cnf,True,1,0.01,1,27,27.0,150.01350000000002,15001.35,150.01350000000002,2025-03-09T13:25:09.886101
t_batch_4,88.cnf,./problems/t_batch_4/88.cnf,True,1,0.006,1,11,11.0,90.0033,15000.55,90.0033,2025-03-09T13:25:09.889394
t_batch_4,89.cnf,./problems/t_batch_4/89.cnf,True,1,0.008,1,10,10.0,120.004,15000.5,120.004,2025-03-09T13:25:09.893276
t_batch_4,90.cnf,./problems/t_batch_4/90.cnf,True,1,0.009,1,18,18.0,135.00809999999996,15000.9,135.00809999999996,2025-03-09T13:25:09.897043
t_batch_4,91.cnf,./problems/t_batch_4/91.cnf,True,1,0.01,1,22,22.0,150.011,15001.1,150.011,2025-03-09T13:25:09.901283
t_batch_4,92.cnf,./problems/t_batch_4/92.cnf,True,1,0.012,1,35,35.0,180.02100000000002,15001.75,180.02100000000002,2025-03-09T13:25:09.905304
t_batch_4,93.cnf,./problems/t_batch_4/93.cnf,True,1,0.02,1,84,84.0,300.084,15004.2,300.084,2025-03-09T13:25:09.909308
t_batch_4,94.cnf,./problems/t_batch_4/94.cnf,True,1,0.009,1,14,14.0,135.00629999999998,15000.7,135.00629999999998,2025-03-09T13:25:09.913364
t_batch_4,00.dimacs,./problems/t_batch_4/00.dimacs,True,1,0.006,1,12,12.0,90.0036,15000.6,90.0036,2025-03-09T13:25:09.917231
t_batch_4,54.dimacs,./problems/t_batch_4/54.dimacs,True,1,0.002,1,0,0.0,30.0,15000.0,30.0,2025-03-09T13:25:09.920622
t_batch_4,55.dimacs,./problems/t_batch_4/55.dimacs,True,1,0.003,1,2,2.0,45.0003,15000.1,45.0003,2025-03-09T13:25:09.923654
t_batch_4,56.dimacs,./problems/t_batch_4/56.dimacs,True,1,0.027,1,118,118.0,405.1593,15005.9,405.1593,2025-03-09T13:25:09.927383
t_batch_4,57.dimacs,./problems/t_batch_4/57.dimacs,True,1,0.477,1,2330,2330.0,7210.5705,15116.5,7210.5705,2025-03-09T13:25:09.933806
t_batch_4,58.dimacs,./problems/t_batch_4/58.dimacs,True,1,0.276,1,1181,1181.0,4156.297800000001,15059.05,4156.297800000001,2025-03-09T13:25:09.939869
t_batch_4,59.dimacs,./problems/t_batch_4/59.dimacs,True,1,0.017,1,0,0.0,255.0,15000.0,255.0,2025-03-09T13:25:09.945721
t_batch_4,60.dimacs,./problems/t_batch_4/60.dimacs,True,1,0.017,1,0,0.0,255.0,15000.0,255.0,2025-03-09T13:25:09.951963
t_batch_4,61.dimacs,./problems/t_batch_4/61.dimacs,True,1,0.025,1,10,10.0,375.01250000000005,15000.5,375.01250000000005,2025-03-09T13:25:09.958241
t_batch_4,62.dimacs,./problems/t_batch_4/62.dimacs,True,1,0.024,1,10,10.0,360.012,15000.5,360.012,2025-03-09T13:25:09.964623
t_batch_4,63.dimacs,./problems/t_batch_4/63.dimacs,True,1,0.019,1,2,2.0,285.00190000000003,15000.1,285.00190000000003,2025-03-09T13:25:09.972176
t_batch_4,64.dimacs,./problems/t_batch_4/64.dimacs,True,1,0.133,1,130,130.0,1995.8645000000001,15006.5,1995.8645000000001,2025-03-09T13:25:09.983596
t_batch_4,65.dimacs,./problems/t_batch_4/65.dimacs,True,1,0.068,1,41,41.0,1020.1393999999999,15002.05,1020.1393999999999,2025-03-09T13:25:09.994712
t_batch_4,66.dimacs,./problems/t_batch_4/66.dimacs,True,1,0.041,1,2,2.0,615.0041000000001,15000.1,615.0041000000001,2025-03-09T13:25:10.005247
t_batch_4,67.dimacs,./problems/t_batch_4/67.dimacs,True,1,0.047,1,4,4.0,705.0094,15000.2,705.0094,2025-03-09T13:25:10.015153
t_batch_4,68.dimacs,./problems/t_batch_4/68.dimacs,True,1,0.046,1,6,6.0,690.0138000000001,15000.3,690.0138000000001,2025-03-09T13:25:10.024944
t_batch_4,69.dimacs,./problems/t_batch_4/69.dimacs,True,1,0.041,1,2,2.0,615.0041000000001,15000.1,615.0041000000001,2025-03-09T13:25:10.039238
t_batch_4,95.dimacs,./problems/t_batch_4/95.dimacs,True,1,0.035,1,162,162.0,525.2835,15008.1,525.2835,2025-03-09T13:25:10.043452
t_batch_4,96.dimacs,./problems/t_batch_4/96.dimacs,True,1,0.069,1,242,242.0,1035.8349000000003,15012.1,1035.8349000000003,2025-03-09T13:25:10.049313
t_batch_4,97.dimacs,./problems/t_batch_4/97.dimacs,True,1,0.268,1,1239,1239.0,4036.6026,15061.95,4036.6026,2025-03-09T13:25:10.055392
t_batch_4,98.dimacs,./problems/t_batch_4/98.dimacs,True,1,0.217,1,971,971.0,3265.5353499999997,15048.55,3265.5353499999997,2025-03-09T13:25:10.061158
t_batch_4,99.dimacs,./problems/t_batch_4/99.dimacs,True,1,0.01,1,22,22.0,150.011,15001.1,150.011,2025-03-09T13:25:10.065177
