Batch,Problem,FilePath,SATAssignment,SolutionFound,SolutionCount,ComputationTime_ms,Restarts,TotalSteps,AvgStepsToSolution,EstimatedEnergy_microjoules,EstimatedPower_mW,EnergyPerSolution_microjoules,RunTimestamp
t_batch_0,formula_3.cnf,./problems/t_batch_0/formula_3.cnf,111010101011101000000011101000000001011010101001101000000100011010000000010010100000000010110110100000001000000101111000101000010010001001010000111011100000000000,True,1,3.463,1,35417,35417.0,58077.45354999999,16770.85,58077.45354999999,2025-03-10T13:27:37.389280
